ReportingCountry,country_name,Year,Pathogen,Class,Animal,PCU_ANIMALS,NS_a,Tested_a,PR_a,pathogen_name,class_name
MS6,Member State 6,2021,SLMSPP,AMP,animals,12.22687307,19,47,0.404255319,Salmonella spp.,aminopenicillins
MS23,Member State 23,2016,ESCCOL,TET,poultry,0.587097291,65,324,0.200617284,E. coli,tetracyclines
MS23,Member State 23,2016,ESCCOL,QALL,poultry,0.167616062,163,324,0.50308642,E. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2016,ESCCOL,CEPH,poultry,0,4,324,0.012345679,E. coli,third- and fourth-generation cephalosporins 
MS23,Member State 23,2016,ESCCOL,POL,poultry,0.187223809,0,324,0,E. coli,polymyxins
MS23,Member State 23,2016,ESCCOL,AMP,poultry,0.515697273,115,324,0.354938272,E. coli,aminopenicillins
MS14,Member State 14,2016,ESCCOL,TET,poultry,1.095068393,80,151,0.529801325,E. coli,tetracyclines
MS14,Member State 14,2016,ESCCOL,QALL,poultry,0.180443285,94,151,0.622516556,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2016,ESCCOL,CEPH,poultry,0,1,151,0.006622517,E. coli,third- and fourth-generation cephalosporins 
MS14,Member State 14,2016,ESCCOL,POL,poultry,0.31774495,0,151,0,E. coli,polymyxins
MS14,Member State 14,2016,ESCCOL,AMP,poultry,2.385932566,133,151,0.880794702,E. coli,aminopenicillins
MS22,Member State 22,2016,ESCCOL,TET,poultry,9.739527737,77,111,0.693693694,E. coli,tetracyclines
MS22,Member State 22,2016,ESCCOL,QALL,poultry,5.392985971,91,111,0.81981982,E. coli,fluoroquinolones and other quinolones
MS22,Member State 22,2016,ESCCOL,CEPH,poultry,0,6,111,0.054054054,E. coli,third- and fourth-generation cephalosporins 
MS22,Member State 22,2016,ESCCOL,POL,poultry,1.176817044,0,111,0,E. coli,polymyxins
MS22,Member State 22,2016,ESCCOL,AMP,poultry,5.846201701,80,111,0.720720721,E. coli,aminopenicillins
MS2,Member State 2,2016,ESCCOL,TET,poultry,0,21,190,0.110526316,E. coli,tetracyclines
MS2,Member State 2,2016,ESCCOL,QALL,poultry,0.07674341,74,190,0.389473684,E. coli,fluoroquinolones and other quinolones
MS2,Member State 2,2016,ESCCOL,CEPH,poultry,0,0,190,0,E. coli,third- and fourth-generation cephalosporins 
MS2,Member State 2,2016,ESCCOL,POL,poultry,0.132402637,0,190,0,E. coli,polymyxins
MS2,Member State 2,2016,ESCCOL,AMP,poultry,0.034978992,36,190,0.189473684,E. coli,aminopenicillins
MS4,Member State 4,2016,ESCCOL,TET,poultry,4.226122374,81,85,0.952941176,E. coli,tetracyclines
MS4,Member State 4,2016,ESCCOL,QALL,poultry,0.840608267,66,85,0.776470588,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2016,ESCCOL,CEPH,poultry,0,7,85,0.082352941,E. coli,third- and fourth-generation cephalosporins 
MS4,Member State 4,2016,ESCCOL,POL,poultry,2.157510665,8,85,0.094117647,E. coli,polymyxins
MS4,Member State 4,2016,ESCCOL,AMP,poultry,1.328278864,67,85,0.788235294,E. coli,aminopenicillins
MS27,Member State 27,2016,ESCCOL,TET,poultry,1.04009385,44,227,0.193832599,E. coli,tetracyclines
MS27,Member State 27,2016,ESCCOL,QALL,poultry,0.34441421,158,227,0.696035242,E. coli,fluoroquinolones and other quinolones
MS27,Member State 27,2016,ESCCOL,CEPH,poultry,0,0,227,0,E. coli,third- and fourth-generation cephalosporins 
MS27,Member State 27,2016,ESCCOL,POL,poultry,0.261921819,0,227,0,E. coli,polymyxins
MS27,Member State 27,2016,ESCCOL,AMP,poultry,0.892584112,69,227,0.303964758,E. coli,aminopenicillins
MS13,Member State 13,2016,ESCCOL,TET,poultry,1.010463023,114,365,0.312328767,E. coli,tetracyclines
MS13,Member State 13,2016,ESCCOL,QALL,poultry,0.357062209,180,365,0.493150685,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2016,ESCCOL,CEPH,poultry,0,7,365,0.019178082,E. coli,third- and fourth-generation cephalosporins 
MS13,Member State 13,2016,ESCCOL,POL,poultry,1.505726202,16,365,0.043835616,E. coli,polymyxins
MS13,Member State 13,2016,ESCCOL,AMP,poultry,3.402668887,208,365,0.569863014,E. coli,aminopenicillins
MS9,Member State 9,2016,ESCCOL,TET,poultry,0.427062298,41,186,0.220430108,E. coli,tetracyclines
MS9,Member State 9,2016,ESCCOL,QALL,poultry,0.000381622,19,186,0.102150538,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2016,ESCCOL,CEPH,poultry,0,2,186,0.010752688,E. coli,third- and fourth-generation cephalosporins 
MS9,Member State 9,2016,ESCCOL,POL,poultry,0.02592392,0,186,0,E. coli,polymyxins
MS9,Member State 9,2016,ESCCOL,AMP,poultry,0.04489775,43,186,0.231182796,E. coli,aminopenicillins
MS10,Member State 10,2016,ESCCOL,TET,poultry,0.56590993,18,73,0.246575342,E. coli,tetracyclines
MS10,Member State 10,2016,ESCCOL,QALL,poultry,0.456309894,55,73,0.753424658,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2016,ESCCOL,CEPH,poultry,0,0,73,0,E. coli,third- and fourth-generation cephalosporins 
MS10,Member State 10,2016,ESCCOL,POL,poultry,0.073164806,0,73,0,E. coli,polymyxins
MS10,Member State 10,2016,ESCCOL,AMP,poultry,17.56911251,63,73,0.863013699,E. coli,aminopenicillins
MS26,Member State 26,2016,ESCCOL,TET,poultry,3.377854376,113,170,0.664705882,E. coli,tetracyclines
MS26,Member State 26,2016,ESCCOL,QALL,poultry,4.968061771,156,170,0.917647059,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2016,ESCCOL,CEPH,poultry,0,3,170,0.017647059,E. coli,third- and fourth-generation cephalosporins 
MS26,Member State 26,2016,ESCCOL,POL,poultry,0.42125646,0,170,0,E. coli,polymyxins
MS26,Member State 26,2016,ESCCOL,AMP,poultry,1.914115264,112,170,0.658823529,E. coli,aminopenicillins
MS20,Member State 20,2016,ESCCOL,TET,poultry,4.262760381,223,340,0.655882353,E. coli,tetracyclines
MS20,Member State 20,2016,ESCCOL,QALL,poultry,4.250523546,287,340,0.844117647,E. coli,fluoroquinolones and other quinolones
MS20,Member State 20,2016,ESCCOL,CEPH,poultry,0,39,340,0.114705882,E. coli,third- and fourth-generation cephalosporins 
MS20,Member State 20,2016,ESCCOL,POL,poultry,1.096289967,5,340,0.014705882,E. coli,polymyxins
MS20,Member State 20,2016,ESCCOL,AMP,poultry,2.437384621,222,340,0.652941176,E. coli,aminopenicillins
MS17,Member State 17,2016,ESCCOL,TET,poultry,0.113699292,17,184,0.092391304,E. coli,tetracyclines
MS17,Member State 17,2016,ESCCOL,QALL,poultry,0,5,184,0.027173913,E. coli,fluoroquinolones and other quinolones
MS17,Member State 17,2016,ESCCOL,CEPH,poultry,0,0,184,0,E. coli,third- and fourth-generation cephalosporins 
MS17,Member State 17,2016,ESCCOL,POL,poultry,0,0,184,0,E. coli,polymyxins
MS17,Member State 17,2016,ESCCOL,AMP,poultry,0.03581756,16,184,0.086956522,E. coli,aminopenicillins
MS12,Member State 12,2016,ESCCOL,TET,poultry,0.552506485,241,370,0.651351351,E. coli,tetracyclines
MS12,Member State 12,2016,ESCCOL,QALL,poultry,0.200385198,108,370,0.291891892,E. coli,fluoroquinolones and other quinolones
MS12,Member State 12,2016,ESCCOL,CEPH,poultry,0,9,370,0.024324324,E. coli,third- and fourth-generation cephalosporins 
MS12,Member State 12,2016,ESCCOL,POL,poultry,0.476782338,10,370,0.027027027,E. coli,polymyxins
MS12,Member State 12,2016,ESCCOL,AMP,poultry,0.607306852,216,370,0.583783784,E. coli,aminopenicillins
MS7,Member State 7,2016,ESCCOL,TET,poultry,1.487889747,43,85,0.505882353,E. coli,tetracyclines
MS7,Member State 7,2016,ESCCOL,QALL,poultry,0.790250449,75,85,0.882352941,E. coli,fluoroquinolones and other quinolones
MS7,Member State 7,2016,ESCCOL,CEPH,poultry,0,5,85,0.058823529,E. coli,third- and fourth-generation cephalosporins 
MS7,Member State 7,2016,ESCCOL,POL,poultry,0.876741544,0,85,0,E. coli,polymyxins
MS7,Member State 7,2016,ESCCOL,AMP,poultry,2.410884141,46,85,0.541176471,E. coli,aminopenicillins
MS21,Member State 21,2016,ESCCOL,TET,poultry,3.379181745,142,340,0.417647059,E. coli,tetracyclines
MS21,Member State 21,2016,ESCCOL,QALL,poultry,3.112700219,251,340,0.738235294,E. coli,fluoroquinolones and other quinolones
MS21,Member State 21,2016,ESCCOL,CEPH,poultry,0,16,340,0.047058824,E. coli,third- and fourth-generation cephalosporins 
MS21,Member State 21,2016,ESCCOL,POL,poultry,2.679627488,0,340,0,E. coli,polymyxins
MS21,Member State 21,2016,ESCCOL,AMP,poultry,3.171981874,199,340,0.585294118,E. coli,aminopenicillins
MS5,Member State 5,2016,ESCCOL,TET,poultry,0.056103642,89,170,0.523529412,E. coli,tetracyclines
MS5,Member State 5,2016,ESCCOL,QALL,poultry,0.203633206,60,170,0.352941176,E. coli,fluoroquinolones and other quinolones
MS5,Member State 5,2016,ESCCOL,CEPH,poultry,0,2,170,0.011764706,E. coli,third- and fourth-generation cephalosporins 
MS5,Member State 5,2016,ESCCOL,POL,poultry,0.057923326,0,170,0,E. coli,polymyxins
MS5,Member State 5,2016,ESCCOL,AMP,poultry,3.540235495,113,170,0.664705882,E. coli,aminopenicillins
MS28,Member State 28,2016,ESCCOL,TET,poultry,0.000778792,9,94,0.095744681,E. coli,tetracyclines
MS28,Member State 28,2016,ESCCOL,QALL,poultry,0,0,94,0,E. coli,fluoroquinolones and other quinolones
MS28,Member State 28,2016,ESCCOL,CEPH,poultry,0,0,94,0,E. coli,third- and fourth-generation cephalosporins 
MS28,Member State 28,2016,ESCCOL,POL,poultry,0,0,94,0,E. coli,polymyxins
MS28,Member State 28,2016,ESCCOL,AMP,poultry,0.11547531,8,94,0.085106383,E. coli,aminopenicillins
MS16,Member State 16,2016,ESCCOL,TET,poultry,4.185177836,251,341,0.736070381,E. coli,tetracyclines
MS16,Member State 16,2016,ESCCOL,QALL,poultry,0.905918601,244,341,0.715542522,E. coli,fluoroquinolones and other quinolones
MS16,Member State 16,2016,ESCCOL,CEPH,poultry,0,17,341,0.049853372,E. coli,third- and fourth-generation cephalosporins 
MS16,Member State 16,2016,ESCCOL,POL,poultry,3.614741099,18,341,0.052785924,E. coli,polymyxins
MS16,Member State 16,2016,ESCCOL,AMP,poultry,5.494680617,295,341,0.865102639,E. coli,aminopenicillins
MS15,Member State 15,2016,ESCCOL,TET,poultry,0.133741298,65,100,0.65,E. coli,tetracyclines
MS15,Member State 15,2016,ESCCOL,QALL,poultry,0.45944555,89,100,0.89,E. coli,fluoroquinolones and other quinolones
MS15,Member State 15,2016,ESCCOL,CEPH,poultry,0,60,100,0.6,E. coli,third- and fourth-generation cephalosporins 
MS15,Member State 15,2016,ESCCOL,POL,poultry,0.130601225,0,100,0,E. coli,polymyxins
MS15,Member State 15,2016,ESCCOL,AMP,poultry,1.05799298,100,100,1,E. coli,aminopenicillins
MS11,Member State 11,2016,ESCCOL,TET,poultry,1.0050327,40,100,0.4,E. coli,tetracyclines
MS11,Member State 11,2016,ESCCOL,QALL,poultry,0.387160971,70,100,0.7,E. coli,fluoroquinolones and other quinolones
MS11,Member State 11,2016,ESCCOL,CEPH,poultry,0,7,100,0.07,E. coli,third- and fourth-generation cephalosporins 
MS11,Member State 11,2016,ESCCOL,POL,poultry,0.2851341,0,100,0,E. coli,polymyxins
MS11,Member State 11,2016,ESCCOL,AMP,poultry,0.559047806,43,100,0.43,E. coli,aminopenicillins
MS1,Member State 1,2016,ESCCOL,TET,poultry,0.61281049,92,300,0.306666667,E. coli,tetracyclines
MS1,Member State 1,2016,ESCCOL,QALL,poultry,0.359626169,101,300,0.336666667,E. coli,fluoroquinolones and other quinolones
MS1,Member State 1,2016,ESCCOL,CEPH,poultry,0,0,300,0,E. coli,third- and fourth-generation cephalosporins 
MS1,Member State 1,2016,ESCCOL,POL,poultry,0.022731726,0,300,0,E. coli,polymyxins
MS1,Member State 1,2016,ESCCOL,AMP,poultry,0.307385569,145,300,0.483333333,E. coli,aminopenicillins
MS19,Member State 19,2016,ESCCOL,TET,poultry,0.002224954,10,337,0.029673591,E. coli,tetracyclines
MS19,Member State 19,2016,ESCCOL,QALL,poultry,0,18,337,0.053412463,E. coli,fluoroquinolones and other quinolones
MS19,Member State 19,2016,ESCCOL,CEPH,poultry,0,0,337,0,E. coli,third- and fourth-generation cephalosporins 
MS19,Member State 19,2016,ESCCOL,POL,poultry,0,0,337,0,E. coli,polymyxins
MS19,Member State 19,2016,ESCCOL,AMP,poultry,0.056084583,12,337,0.035608309,E. coli,aminopenicillins
MS29,Member State 29,2016,ESCCOL,TET,poultry,3.173887067,253,344,0.735465116,E. coli,tetracyclines
MS29,Member State 29,2016,ESCCOL,QALL,poultry,2.431372465,300,344,0.872093023,E. coli,fluoroquinolones and other quinolones
MS29,Member State 29,2016,ESCCOL,CEPH,poultry,0,6,344,0.01744186,E. coli,third- and fourth-generation cephalosporins 
MS29,Member State 29,2016,ESCCOL,POL,poultry,1.712770746,13,344,0.037790698,E. coli,polymyxins
MS29,Member State 29,2016,ESCCOL,AMP,poultry,3.780776459,305,344,0.886627907,E. coli,aminopenicillins
MS18,Member State 18,2016,ESCCOL,TET,poultry,2.12898007,242,332,0.728915663,E. coli,tetracyclines
MS18,Member State 18,2016,ESCCOL,QALL,poultry,5.847297818,312,332,0.939759036,E. coli,fluoroquinolones and other quinolones
MS18,Member State 18,2016,ESCCOL,CEPH,poultry,0,30,332,0.090361446,E. coli,third- and fourth-generation cephalosporins 
MS18,Member State 18,2016,ESCCOL,POL,poultry,3.972341651,29,332,0.087349398,E. coli,polymyxins
MS18,Member State 18,2016,ESCCOL,AMP,poultry,2.303315698,268,332,0.807228916,E. coli,aminopenicillins
MS25,Member State 25,2016,ESCCOL,TET,poultry,3.197368585,501,870,0.575862069,E. coli,tetracyclines
MS25,Member State 25,2016,ESCCOL,QALL,poultry,1.477200311,769,870,0.883908046,E. coli,fluoroquinolones and other quinolones
MS25,Member State 25,2016,ESCCOL,CEPH,poultry,0,24,870,0.027586207,E. coli,third- and fourth-generation cephalosporins 
MS25,Member State 25,2016,ESCCOL,POL,poultry,2.790797958,49,870,0.056321839,E. coli,polymyxins
MS25,Member State 25,2016,ESCCOL,AMP,poultry,2.210758699,542,870,0.622988506,E. coli,aminopenicillins
MS3,Member State 3,2016,ESCCOL,TET,poultry,0.000893447,35,260,0.134615385,E. coli,tetracyclines
MS3,Member State 3,2016,ESCCOL,QALL,poultry,0.001661468,12,260,0.046153846,E. coli,fluoroquinolones and other quinolones
MS3,Member State 3,2016,ESCCOL,CEPH,poultry,0,4,260,0.015384615,E. coli,third- and fourth-generation cephalosporins 
MS3,Member State 3,2016,ESCCOL,POL,poultry,0,0,260,0,E. coli,polymyxins
MS3,Member State 3,2016,ESCCOL,AMP,poultry,0.00149937,29,260,0.111538462,E. coli,aminopenicillins
MS30,Member State 30,2016,ESCCOL,TET,poultry,0.166632109,37,85,0.435294118,E. coli,tetracyclines
MS30,Member State 30,2016,ESCCOL,QALL,poultry,0.641538818,73,85,0.858823529,E. coli,fluoroquinolones and other quinolones
MS30,Member State 30,2016,ESCCOL,CEPH,poultry,0,3,85,0.035294118,E. coli,third- and fourth-generation cephalosporins 
MS30,Member State 30,2016,ESCCOL,POL,poultry,0.021014781,0,85,0,E. coli,polymyxins
MS30,Member State 30,2016,ESCCOL,AMP,poultry,1.589987634,55,85,0.647058824,E. coli,aminopenicillins
MS6,Member State 6,2016,ESCCOL,TET,poultry,0.307493036,43,85,0.505882353,E. coli,tetracyclines
MS6,Member State 6,2016,ESCCOL,QALL,poultry,1.176506369,74,85,0.870588235,E. coli,fluoroquinolones and other quinolones
MS6,Member State 6,2016,ESCCOL,CEPH,poultry,0,0,85,0,E. coli,third- and fourth-generation cephalosporins 
MS6,Member State 6,2016,ESCCOL,POL,poultry,0.335300724,0,85,0,E. coli,polymyxins
MS6,Member State 6,2016,ESCCOL,AMP,poultry,0.742472176,60,85,0.705882353,E. coli,aminopenicillins
MS23,Member State 23,2018,ESCCOL,TET,poultry,18.96694986,210,514,0.408560311,E. coli,tetracyclines
MS23,Member State 23,2018,ESCCOL,QALL,poultry,0.532286673,59,514,0.114785992,E. coli,fluoroquinolones and other quinolones
MS23,Member State 23,2018,ESCCOL,CEPH,poultry,0.247014171,3,514,0.005836576,E. coli,third- and fourth-generation cephalosporins 
MS23,Member State 23,2018,ESCCOL,POL,poultry,1.539006782,0,514,0,E. coli,polymyxins
MS23,Member State 23,2018,ESCCOL,AMP,poultry,8.002809794,121,514,0.23540856,E. coli,aminopenicillins
MS14,Member State 14,2018,ESCCOL,TET,poultry,19.49644723,256,607,0.421746293,E. coli,tetracyclines
MS14,Member State 14,2018,ESCCOL,QALL,poultry,0.643110876,122,607,0.200988468,E. coli,fluoroquinolones and other quinolones
MS14,Member State 14,2018,ESCCOL,CEPH,poultry,0.064505499,7,607,0.011532125,E. coli,third- and fourth-generation cephalosporins 
MS14,Member State 14,2018,ESCCOL,POL,poultry,2.402085857,0,607,0,E. coli,polymyxins
MS14,Member State 14,2018,ESCCOL,AMP,poultry,51.58613623,301,607,0.495881384,E. coli,aminopenicillins
MS22,Member State 22,2018,ESCCOL,TET,poultry,60.83843531,131,204,0.642156863,E. coli,tetracyclines
MS22,Member State 22,2018,ESCCOL,QALL,poultry,6.090273111,72,204,0.352941176,E. coli,fluoroquinolones and other quinolones
MS22,Member State 22,2018,ESCCOL,CEPH,poultry,0.100666735,2,204,0.009803922,E. coli,third- and fourth-generation cephalosporins 
MS22,Member State 22,2018,ESCCOL,POL,poultry,4.235008532,4,204,0.019607843,E. coli,polymyxins
MS22,Member State 22,2018,ESCCOL,AMP,poultry,26.52103627,130,204,0.637254902,E. coli,aminopenicillins
MS4,Member State 4,2018,ESCCOL,TET,poultry,137.6361093,122,133,0.917293233,E. coli,tetracyclines
MS4,Member State 4,2018,ESCCOL,QALL,poultry,2.105432632,37,133,0.278195489,E. coli,fluoroquinolones and other quinolones
MS4,Member State 4,2018,ESCCOL,CEPH,poultry,0.421956459,2,133,0.015037594,E. coli,third- and fourth-generation cephalosporins 
MS4,Member State 4,2018,ESCCOL,POL,poultry,9.982248495,2,133,0.015037594,E. coli,polymyxins
MS4,Member State 4,2018,ESCCOL,AMP,poultry,81.50793771,102,133,0.766917293,E. coli,aminopenicillins
MS27,Member State 27,2018,ESCCOL,TET,poultry,12.79959553,137,508,0.269685039,E. coli,tetracyclines
MS27,Member State 27,2018,ESCCOL,QALL,poultry,2.247382198,148,508,0.291338583,E. coli,fluoroquinolones and other quinolones
MS27,Member State 27,2018,ESCCOL,CEPH,poultry,0.586716491,3,508,0.005905512,E. coli,third- and fourth-generation cephalosporins 
MS27,Member State 27,2018,ESCCOL,POL,poultry,0.726784159,0,508,0,E. coli,polymyxins
MS27,Member State 27,2018,ESCCOL,AMP,poultry,11.99832926,174,508,0.342519685,E. coli,aminopenicillins
MS13,Member State 13,2018,ESCCOL,TET,poultry,19.9366854,303,890,0.340449438,E. coli,tetracyclines
MS13,Member State 13,2018,ESCCOL,QALL,poultry,1.033533399,158,890,0.17752809,E. coli,fluoroquinolones and other quinolones
MS13,Member State 13,2018,ESCCOL,CEPH,poultry,0.157003456,33,890,0.037078652,E. coli,third- and fourth-generation cephalosporins 
MS13,Member State 13,2018,ESCCOL,POL,poultry,9.473308227,16,890,0.017977528,E. coli,polymyxins
MS13,Member State 13,2018,ESCCOL,AMP,poultry,31.82283187,368,890,0.413483146,E. coli,aminopenicillins
MS9,Member State 9,2018,ESCCOL,TET,poultry,6.118689547,167,534,0.312734082,E. coli,tetracyclines
MS9,Member State 9,2018,ESCCOL,QALL,poultry,0.239242852,14,534,0.026217228,E. coli,fluoroquinolones and other quinolones
MS9,Member State 9,2018,ESCCOL,CEPH,poultry,0.002598842,0,534,0,E. coli,third- and fourth-generation cephalosporins 
MS9,Member State 9,2018,ESCCOL,POL,poultry,0.000418522,0,534,0,E. coli,polymyxins
MS9,Member State 9,2018,ESCCOL,AMP,poultry,4.467461945,172,534,0.322097378,E. coli,aminopenicillins
MS10,Member State 10,2018,ESCCOL,TET,poultry,21.62224578,44,153,0.287581699,E. coli,tetracyclines
MS10,Member State 10,2018,ESCCOL,QALL,poultry,1.306739655,11,153,0.071895425,E. coli,fluoroquinolones and other quinolones
MS10,Member State 10,2018,ESCCOL,CEPH,poultry,0.469734095,3,153,0.019607843,E. coli,third- and fourth-generation cephalosporins 
MS10,Member State 10,2018,ESCCOL,POL,poultry,0.396583817,0,153,0,E. coli,polymyxins
MS10,Member State 10,2018,ESCCOL,AMP,poultry,10.67026869,40,153,0.261437908,E. coli,aminopenicillins
MS26,Member State 26,2018,ESCCOL,TET,poultry,36.36399807,227,316,0.71835443,E. coli,tetracyclines
MS26,Member State 26,2018,ESCCOL,QALL,poultry,4.15523453,150,316,0.474683544,E. coli,fluoroquinolones and other quinolones
MS26,Member State 26,2018,ESCCOL,CEPH,poultry,0.090572326,2,316,0.006329114,E. coli,third- and fourth-generation cephalosporins 
MS26,Member State 26,2018,ESCCOL,POL,poultry,2.507210866,8,316,0.025316456,E. coli,polymyxins
MS26,Member State 26,2018,ESCCOL,AMP,poultry,13.09065239,220,316,0.696202532,E. coli,aminopenicillins
MS20,Member State 20,2018,ESCCOL,TET,poultry,28.31473572,475,680,0.698529412,E. coli,tetracyclines
MS20,Member State 20,2018,ESCCOL,QALL,poultry,4.289956767,342,680,0.502941176,E. coli,fluoroquinolones and other quinolones
